auc,f1,precision,recall,threshold,fold,best_iteration
0.9549209939371093,0.7581699346405228,0.8055555555555556,0.7160493827160493,0.5442209173512961,1,188
0.9488266892847045,0.7692307692307693,0.693069306930693,0.8641975308641975,0.3318788769903791,2,179
0.9531618132127038,0.7515151515151515,0.7380952380952381,0.7654320987654321,0.34720861116023005,3,168
0.9389941255929382,0.7218934911242604,0.6931818181818182,0.7530864197530864,0.5095801205687128,4,177
0.9335909276536928,0.7581699346405228,0.8055555555555556,0.7160493827160493,0.560158672587967,5,143
0.9434549052869663,0.7485380116959064,0.7111111111111111,0.7901234567901234,0.46217919790406586,6,141
0.9553435114503817,0.7926829268292683,0.7738095238095238,0.8125,0.4414669500593453,7,237
0.9313613231552162,0.738255033557047,0.7971014492753623,0.6875,0.6001871065379553,8,208
0.9421755725190839,0.7362637362637363,0.6568627450980392,0.8375,0.25358166741294647,9,186
0.945578231292517,0.7764705882352941,0.7415730337078652,0.8148148148148148,0.31135610550740633,10,150
