auc,f1,precision,recall,threshold,fold
0.9346275877234316,0.7243243243243244,0.6442307692307693,0.8271604938271605,0.6335686660089511,1
0.9416328966795464,0.7444444444444445,0.6767676767676768,0.8271604938271605,0.6743431076128689,2
0.9540414035749065,0.7486631016042781,0.660377358490566,0.8641975308641975,0.5386182995387113,3
0.9406904784343291,0.717391304347826,0.6407766990291263,0.8148148148148148,0.7015917394320205,4
0.9313291238651713,0.7096774193548387,0.6285714285714286,0.8148148148148148,0.6314351073960858,5
0.9403449250777495,0.7305389221556886,0.7093023255813954,0.7530864197530864,0.726720069147963,6
0.9434160305343512,0.7375886524822695,0.8524590163934426,0.65,0.8996819751877851,7
0.9277671755725191,0.7194244604316546,0.847457627118644,0.625,0.8881576205416231,8
0.9403944020356234,0.7564102564102564,0.7763157894736842,0.7375,0.7957467545825849,9
0.9297052154195011,0.7733333333333333,0.8405797101449275,0.7160493827160493,0.7990259407843333,10
