auc,f1,precision,recall,threshold,fold,best_iteration
0.9420726918606477,0.8571428571428571,0.8275862068965517,0.8888888888888888,0.3463269229674911,1,45
0.9726541639179467,0.8823529411764706,0.8426966292134831,0.9259259259259259,0.29388658794965467,2,44
0.9421983476266768,0.8513513513513513,0.9402985074626866,0.7777777777777778,0.8312055514950601,3,40
0.9283133854804764,0.8481012658227848,0.8701298701298701,0.8271604938271605,0.7429070566716076,4,38
0.9498947632959507,0.8390804597701149,0.7849462365591398,0.9012345679012346,0.42737112874139066,5,41
0.9552037194106744,0.8658536585365854,0.8554216867469879,0.8765432098765432,0.7102077240586296,6,45
0.9293416030534352,0.8452380952380952,0.8068181818181818,0.8875,0.4097851113714662,7,41
0.9719306615776082,0.9044585987261147,0.922077922077922,0.8875,0.7748799990787626,8,52
0.9664599236641223,0.8780487804878049,0.8571428571428571,0.9,0.7162828485865338,9,44
0.9589002267573695,0.8571428571428571,0.8625,0.8518518518518519,0.4957357946979697,10,40
