auc,f1,precision,recall,threshold,fold
0.9342506204253447,0.7191011235955056,0.6597938144329897,0.7901234567901234,0.6481587065750782,1
0.9416328966795463,0.7468354430379747,0.7662337662337663,0.7283950617283951,0.7946395844904364,2
0.9538215059843559,0.7624309392265194,0.69,0.8518518518518519,0.6103126567596786,3
0.9422611755096912,0.735632183908046,0.6881720430107527,0.7901234567901234,0.7581752568414468,4
0.9320516445198379,0.7243243243243244,0.6442307692307693,0.8271604938271605,0.6290976194073916,5
0.9387742280023874,0.717948717948718,0.7466666666666667,0.691358024691358,0.8196354083477535,6
0.9451017811704835,0.7450980392156863,0.7808219178082192,0.7125,0.8163097499279451,7
0.9281806615776083,0.706766917293233,0.8867924528301887,0.5875,0.9071101847076511,8
0.9395674300254453,0.7692307692307693,0.7894736842105263,0.75,0.7917558717434698,9
0.9361615016376921,0.7785234899328859,0.8529411764705882,0.7160493827160493,0.8144631206896821,10
