auc,f1,precision,recall,threshold,fold
0.9343762761913738,0.7282608695652174,0.6504854368932039,0.8271604938271605,0.6472245350060312,1
0.9405019947852857,0.7435897435897436,0.7733333333333333,0.7160493827160493,0.8182817164331968,2
0.9533817108032545,0.7446808510638298,0.6542056074766355,0.8641975308641975,0.5224891755724181,3
0.9398423020136337,0.7231638418079096,0.6666666666666666,0.7901234567901234,0.7430832401129706,4
0.931423365689693,0.7142857142857143,0.6435643564356436,0.8024691358024691,0.6642351964217575,5
0.9391826092419816,0.7236842105263158,0.7746478873239436,0.6790123456790124,0.8452315671244995,6
0.9423982188295166,0.7397260273972602,0.8181818181818182,0.675,0.8722557815629957,7
0.9267493638676846,0.7150837988826816,0.6464646464646465,0.8,0.7047569794234559,8
0.9405216284987278,0.7564102564102564,0.7763157894736842,0.7375,0.802854073273244,9
0.9281305114638448,0.7692307692307693,0.8,0.7407407407407407,0.7205671494252232,10
