auc,f1,precision,recall,threshold,fold
0.9767536832846417,0.8571428571428571,0.8275862068965517,0.8888888888888888,0.7902510879208824,1
0.9745232934376276,0.8875,0.8987341772151899,0.8765432098765432,0.6563957771735927,2
0.9890051204724657,0.9078947368421053,0.971830985915493,0.8518518518518519,0.8531607531849279,3
0.9812144629786699,0.8604651162790697,0.8131868131868132,0.9135802469135802,0.8404158009815269,4
0.9801778029089311,0.8620689655172413,0.8064516129032258,0.9259259259259259,0.6817499370545743,5
0.9823767788144377,0.8902439024390244,0.8795180722891566,0.9012345679012346,0.6570124386756274,6
0.9664758269720101,0.8961038961038961,0.9324324324324325,0.8625,0.9212565289953076,7
0.9776081424936387,0.8674698795180723,0.8372093023255814,0.9,0.8374724434711086,8
0.975413486005089,0.8957055214723927,0.8795180722891566,0.9125,0.823829152445489,9
0.9669312169312169,0.8516129032258064,0.8918918918918919,0.8148148148148148,0.7414924989598275,10
