auc,f1,precision,recall,threshold,fold,best_iteration
0.9494549681148493,0.7785234899328859,0.8529411764705882,0.7160493827160493,0.6008110660643935,1,220
0.948104168630038,0.7602339181286549,0.7222222222222222,0.8024691358024691,0.4085450086989623,2,192
0.95240787861653,0.74,0.6218487394957983,0.9135802469135802,0.16778965558214956,3,191
0.9421669336851695,0.7344632768361582,0.6770833333333334,0.8024691358024691,0.40016725614201193,4,227
0.9398737159551409,0.738255033557047,0.8088235294117647,0.6790123456790124,0.5831118935990841,5,178
0.9470989225018063,0.7581699346405228,0.8055555555555556,0.7160493827160493,0.6092496219355853,6,163
0.9508269720101782,0.7976190476190477,0.7613636363636364,0.8375,0.4057489501714918,7,207
0.9325063613231552,0.7354838709677419,0.76,0.7125,0.5043481967871011,8,181
0.9266857506361323,0.7120418848167539,0.6126126126126126,0.85,0.20562796298619135,9,179
0.9509007306626355,0.8076923076923077,0.84,0.7777777777777778,0.4449458750545234,10,176
